review_date,handle,rating,helpfulness_rating,Counterfeit,review
8-Dec-20,Pamela,3,,0,These masks I think are very effective.  Flew from Texas to New Hampshire with no problems.  Had to wear this mask for 6 hours. The only trouble was that the mask came up a little to close to the under eye area. Arrived back healthy.
17-Mar-21,Leslie,5,,0,10/10 would recommend
24-Nov-20,Jack Lu,5,,0,Great thanks
29-Mar-21,Londa Webb,5,,0,This product works great.
4-Oct-20,OT,5,,0,The masks look great.  They are clearly superior material.  Look forward to trying them.  Shipment arrived promptly and masks were in a sealed plastic package.  Would buy again.
3-Sep-20,Sheila Allen,5,,0,I went to the FDA site.  Seems tested and OK.  I wore and fit fine.  I use with ear loop extenders
6-Mar-21,"D.Nitti ""Cojitator""",5,,0,The little bit of extra money well worth the extra protection!  Great value for FDA approved KN95.
15-Feb-21,deborah d borst,5,,0,I feel very protected from airborne droplets when wearing this mask. The value is great compared to other N/K95 masks. My only complaint is that they are tight around my left ear which gets irritated if I'm wearing it a long time.
29-Mar-21,Amazon Customer,5,,0,The ear loops are to short. It makes you have monkey ears and the mask crinkles up. Very uncomfortable and the mask keeps popping off my face.
15-Feb-21,William L.,5,,0,Easy to get a snug fit to face
10-Feb-21,Yvonne M. Forguson,5,,0,Great mask
8-Feb-21,Luci Poholodko,5,,0,"Must have,"
14-Nov-20,Shadi,5,,0,Thank you good product
1-Jan-21,Ms.Starshine,5,,0,Works fine
2-Mar-21,MARCIA J MCRAE,5,,0,They are exactly as advertised.
10-Mar-21,Amazon Customer,5,,0,Thank you
31-Oct-20,Barbara Brooks,5,,0,Satisfied
18-Feb-21,Potter,5,,0,Fits nice
14-Dec-20,Maskil,5,,0,Mask fits well and stays over you nose
19-Mar-21,Adolphus Hill,5,,0,"Comfortable fit, and easy to breathe through"
4-Feb-21,Customer,5,,0,I think these are rated the best for the best protection. It's somewhat more comfortable than the cotton masks.
24-Dec-20,Donna M Sammarco,5,,0,Good qut
6-Mar-21,SFQ,4,,0,SECOND BEST
28-Jan-21,Kathy Casey,5,,0,VERY well made. Delivery was very fastm
16-Mar-21,TC,5,,0,Good fitting and well sealed against face.
30-Nov-20,Joyce Tempchin,5,,0,"Fits well, conforms to nose."
15-Oct-20,PDJ,2,,1,"These were ok but thin and small , the best ear loop type kn95  mask is the 3m brand9501+ , definite fit and thickness difference between these 2"
13-Jan-21,Xio T.,5,,0,"Like confort, pric"
11-Nov-20,Sam Kislek,5,,0,"These masks were gifted.  they got the product fast, and it was very much needed with the fires in CA and this virus."
1-Oct-20,James Kinsey,5,,0,These mask fit me well and are comfortable to wear for long periods of time. Price is good and shipping was fast too.
7-Apr-21,Bonnie,5,,0,Fits well I’d order again
5-Feb-21,Larry B.,5,,0,Fit tighter than surgical mask and thicker. Recommended!
11-Feb-21,PalAl,4,,0,They are certified
28-Oct-20,am,5,,0,Great
5-Feb-21,LAB,5,,0,Great masks...comfortable and priced right.
27-Nov-20,MARYSMONSON,5,,0,Comfortable and does not press on my nose or lips.
10-Mar-21,meow4,5,,0,Good
30-Jan-21,Deborah Ohl,4,,0,Good for what government calls for.
19-Feb-21,Amazon Customer,1,One,1,Tried the water test and it failed so these are fake
4-Dec-20,Sean Wooldridge,5,,0,It doesn't tug on my ears. It isn't flimsy and paper thin like other KNs. I hope these are still around the next time I need a batch.
31-Aug-20,Amazon Customer,5,2,0,The mask fits comfortably over the nose and under the chin.  There is enough room to breathe unlike the N95 which is very tight and not roomy.
2-Sep-20,Susan Nall,1,5,0,They all are entirely too small for any adult. I very disappointed.
20-Mar-21,Gerald Lamont Thomas,5,,0,Safe & security r essential qualities of the product
31-Mar-21,Can'thelpbuying,1,,1,not what is pictured. holes in mask.
1-Jan-21,preety,5,,0,This year we have tried on a bunch of masks and these were among the best.
25-Feb-21,WeCanPickleThat,2,One,0,They are a little small.
18-Feb-21,E.C.,5,,0,Worked  like a charm..
18-Mar-21,Nichelle J,5,,0,I really like the fit of these masks. They are light weight and fit great to the face for proper coverage. They also don't move around or slip while talking. The ear looks are also comfortable and not irritating after long time wear.
22-Nov-20,KWL,1,,1,They are extremely thin
13-Nov-20,Lola,4,,0,It has some kind of smell.
11-Apr-21,MRB,5,,0,They fit well and seem like the're made of thicker meterial than other KN95 masks I've tried.
9-Mar-21,Isabel Feliciano,2,,0,"They ran small, fit tight.  Good quality."
24-Oct-20,Barbara Jarrett,5,,0,Perfect
22-Feb-21,Jeffery M Reed,3,,0,They run small best for kids
20-Nov-20,courtney suttle,5,One,0,"Second time I have ordered this product from seller. I feel protected when I have on this mask! Thanks, ya'll!"
29-Jan-21,Amazon Customer,5,,0,Love these mask. Great quality. Will buy again.
17-Feb-21,denmorse,5,,0,Comfortable and well priced.
25-Oct-20,C,4,,0,Good basic mask but way beyond the little 3 ply versions.
16-Mar-21,Sathyanathan,5,,0,Good
12-Sep-20,Michelle B. Nguyen,5,One,0,Masks are comfortable and the verification process was easy. Glad I have these for fire season!
17-Mar-21,Lisa Thomas,5,,0,I'm not at all overwhelmed with wearing this mask in public all day. Dosen't break my skin out and I do feel safer with it on. Must have!
25-Jan-21,Benjamin G.,2,One,1,This is my second order of these masks. The elastic ear loops are way too tight. Very very uncomfortable compared to the first order.
2-Feb-21,Amazon Customer,5,,0,Two bands allow for ease of wear.
30-Dec-20,Amy Leigh,5,,0,Perfect. Heightens as you breath in. Definitely good quality!
31-Aug-20,Kayzee,5,,0,Great product. Quality and price very competitive.
19-Nov-20,Gerald L Kent,5,,0,Received as advertised.
2-Feb-21,Stanley P. Olensky,1,,1,DESCRIPTION IS DECEITFUL.  NON-MEDICAL JUNK.
24-Feb-21,NATALIYA M.,5,,0,Unfortunately we have to we’re mask and I hope not for the rest of my life. These masks gods because you can breeze at list and light.
5-Apr-21,Tyler Boldt,5,,0,"Comfortable, sturdy, well made."
7-Sep-20,Christopher,5,One,0,Finally a quality mask that has a stiff enough wire at the nose bridge so you can conform it to your nose well enough to prevent leaks! Love these masks.
7-Feb-21,Feodoroff49,1,,0,This mask caused an eye injury on one of my daughters. Very Bad!!!
16-Nov-20,ROBERT FELDHAUS,5,,0,Protection Against Covid-19
1-Mar-21,Amazon Customer,1,One,1,No authentic fake. Mask has holes around the nose bridge.
4-Nov-20,Weekend Chores,5,,0,Comfy.  Ear loops are long enough.
13-Nov-20,Grantaire of j.c.,5,,0,"Very comfortable, and fits well."
4-Nov-20,cja80,5,,0,Comfortable and good quality. Good price too.
20-Feb-21,Barbi Boehm,1,,1,This is NOT an actual KN95 mask. I have been an R.N. for 23 years and this most certainly is not a real KN95 mask. It will provide as much protection as a cloth mask. Made in China and not legit. Don't buy!
24-Aug-20,Sandra Smith,4,,0,Very comfortable!!
28-Mar-21,M P,1,,1,I did not receive product shown. The masks have lines of tiny holes that you can see straight through. These are not for Covid-19.
4-Mar-21,theresa desautels,5,,0,"Ear loops could be a little longer so that they don’t pull so tightly.  Other than that, they work perfectly."
24-Feb-21,Therese Kasper,4,,0,Great mask. Gave it 4 stars because can't keep my glasses from fogging up.
26-Dec-20,G. F Jackson,5,,0,"We’ve bought item twice and overall, very happy with purchase! Shipped extremely quickly and seems to be well made. Comfortable to wear and seals well."
14-Sep-20,JW,5,,0,"Good quality masks. The appropriate evidence is there—these masks have the requisite filtering capacity. I appreciate the verification code, which offers peace of mind. The masks are not individually wrapped, however."
26-Oct-20,Michael Baldwin,4,One,0,Seals to face easily. Minimal eye glass fog.
14-Feb-21,CD,5,,0,Fits well
21-Dec-20,Amazon Customer,5,,0,These masks are great! The masks feel a bit tight but it's necessary for optimal fit. Many masks sold online have not been evaluated by the FDA but this brand has and scored exceptional on the testing.
17-Mar-21,Virgil Coleman,4,,0,Good masks
22-Nov-20,Helen E Halchuk,1,,1,This is NOT fda approved  It is made in China.  I did a search to buy a non China made mask and fda approved when I bought this on Amazon.  Amazon needs to change the results.  I have trusted Amazon in the past now I QUESTION AMAZON’s integrity.
1-Aug-20,Laurie Weiner,4,One,0,"Seem like good masks. I have no way of testing to see if really a kn95 quality but thicker and heavier than the "" surgical thickness"" masks you can buy on line. Would rather have noish certified mask but these are nice"
16-Oct-20,Richard Prestia,5,,0,good product
5-Apr-21,SK,4,,0,"The masks are a good fit, but the elastic that goes around the ears is a little to strong. Tends to bend my ears forward. Also no compatible with hearing aids."
3-Nov-20,Shoshanah,5,,0,made well
17-Nov-20,A,5,,0,"I really like these masks, they are very comfortable to wear. I had issues with the masks arriving. I contacted the seller, they were very professional, prompt and resent my masks within 2 days via Fedex. Great customer service."
25-Jan-21,Milanyela depablos,5,2,0,Bueno
5-Nov-20,w knox kinlaw,5,,0,satrisfied
22-Feb-21,Bob S.,5,,0,Very pleased with these masks - they fit very well and with these masks glasses don't steam up as they do with cloth masks. The vendor was very responsive to our enquiry - impressed.
6-Nov-20,Lillian Garland,5,,0,Needed this.
7-Dec-20,Paul L,1,One,1,This product is a joke.
21-Aug-20,Amit,5,,0,Looks good. Fits well. And received well before scheduled day of arrival!
26-Nov-20,Jean Adair,5,,0,"The only recommendation would be to seal the masks individually, that would make it easier to transport them."
5-Nov-20,Carlos Araujo,4,,0,"Fits comfortably . Thick, but not so much that it requires more effort to breathe"
15-Dec-20,Amazon Customer,5,,0,Nice and comfortable although not as thick as some of the other brands I have used in the past. Good value for the price. Easy to breathe through and soft on The face.
30-Jan-21,Shawn miller,2,One,0,"This product is apparently intended for children, as the ear straps are not long enough to wear comfortably.  Very disappointing."
21-Aug-20,Amazon Customer,5,,0,I’m so happy to finally find certified KN95 masks!
12-Dec-20,Jack,2,,1,This turned out to be only 3 ply. It is clearly not as thick as other KN 95 masks.
8-Sep-20,Amazon Customer,5,,0,Its giod now
5-Feb-21,Jennifer,5,,0,"It was exactly what I ordered. Small and compact so the mask fits well in pockets and visors. I put one on and attempted to blow out a candle and was unable to do so, proving to me that this is, indeed, a KN95 grade lining"
9-Feb-21,Sharon Reinhold,1,,0,"to small, broke strap,"
11-Mar-21,Robert E Lagassee,5,,0,Perfect mask for today’s needs.
20-Oct-20,Jan ferrill,3,,0,Too small for adults
28-Oct-20,Beatrice Nelson,5,,0,Great protection!
24-Feb-21,roberta mathews,5,,0,"I really like them, But they are a little tight"
17-Feb-21,John V.,5,,0,"Most comfortable KN95 mask that I have worn. Offers great protection, nice fit, very breathable and meets FDA standards. Even comes with a code on packaging that you enter onto company website to verify product compliance. Five stars!"
21-Feb-21,CINDY H.,5,,0,Comfortable
9-Apr-21,TJDave,3,,0,Too small for my face.  And nose piece doesn't hold close on the nose.
18-Feb-21,Nirbhay Vohra,4,,0,I mean the ear loops are tight but at least it works. I’m an intern at a clinic and I still haven’t gotten Covid.
8-Apr-21,Al,4,,0,Light and fairly comfortable
12-Oct-20,BC,5,,0,Nice masks and they came as described. Seemed to fit real snug and we’re not uncomfortable to wear for long periods of time.
13-Oct-20,Brenda,5,,0,Work well.
9-Nov-20,Barbara,5,,0,This item exceeded my expectations. It is a comfortable mask that provides full coverage. I reordered because COVID isn't going away any time soon.
31-Oct-20,Francesco Gallo,5,,0,Use these daily;  great product.  Comfortable and ease to put on.
30-Jan-21,Alison,5,,0,As expected.  Fits well and provides protection.  Stays in place all day.
6-Mar-21,Leonard L. Mihalovich,4,,0,User friendly
11-Feb-21,Bruce L. Powell,4,,0,The fibers sometimes get in my mouth!
28-Jan-21,Boodlum,5,,0,Great value for the money.
24-Nov-20,Gooseman,2,,0,Too small to fit my face.
28-Mar-21,addtoit,4,,0,Good
29-Dec-20,Amazon Customer,5,,0,"Great masks, very comfortable"
4-Feb-21,Marty,1,,0,Too small. Mask moves down under nose.
28-Jan-21,Ally Burch,5,,0,These are the perfect size and fit great. They are also thick but breathable. Perfect for a nursing student.
27-Mar-21,Nancy Piper,3,,0,"Too small. Out of all we have orders this year, these are too small. High quality tho."
23-Oct-20,Amazon Customer,5,One,0,Very wearable
17-Jan-21,sookkyungdolney,2,3,1,too thin
10-Feb-21,GrandmaAl,4,,0,It does fit snuggly and it's a good thing.  It's pricy though about $2 for each trip I went out.
30-Mar-21,JTLA,5,,0,These are the ones to get. They’re government approved and they are extremely comfortable and they don’t have any annoying odor.
31-Jan-21,C. Barr,1,,0,Too tight on my ears. Hard to breathe.
25-Oct-20,Rick Ross,4,,0,This is a thicker KN95 than the others I bought. I am hoping it provides the protection I need in these times. I wear these all the time. I I am trusting that thicker is better.
5-Mar-21,Dina N,5,,0,"Great fit, holds up well"
7-Mar-21,Amazon Customer,3,,1,"Two of the masks came with ear loops on one side only. This lack if quality control makes me wonder about this company's quality control in general. I stapled some elastic tape to the masks to make them work, but still..."
20-Feb-21,MWal,3,,0,"The quality is ok, one did break when I tried to stretch it.  They are a small fit, so I wouldn't recommend these unless your face is petite/xsmall"
22-Nov-20,colette stoneking,1,,0,Difficult to breathe through it and a smell that made me light headed.
31-Mar-21,Rajinder Ghatoaura,5,,0,A bit too tight but good masks.
17-Mar-21,Mephisto,4,,0,Really good quality a little smaller than other kn95s. I wish it was a little bit bigger and covered my face a little more otherwise really good.
22-Jan-21,Sima Poudel Kadariya,4,,0,This mask covers all face very nicely. It’s so comfortable to wear. I feel very safe after wearing this mask whenever i go outside during this covid pandemic.
6-Feb-21,Amecco Watkins,5,,0,Perfect
6-Mar-21,Talents,5,,0,This gives a satisfying feeling and fits nicely 😉
4-Mar-21,MICHAEL WOODWARD,5,,0,"Comfortable to wear, light and easy to breath thru"
2-Mar-21,Claudia Welsh,5,,0,Very protective and fits very well
31-Jan-21,R Indiana,1,,0,Too small and tight for an adult.
12-Oct-20,Amazon Customer,5,,0,This mask fits better on outer edges than mask I had been using.  So that's a plus.  Wearing this mask feels safer. Comfort 4 stars as it's as comfortable as can expect a mask to be.
2-Feb-21,C McGuyer,1,3,1,"Unlike the picture, the straps fit over your head not behind the ears."
3-Feb-21,tall girl,5,,0,Feel “covered”
7-Dec-20,Danny Beers,4,,0,Like the fit and the band doesn’t hurt the ears
27-Mar-21,Taylor,5,,0,"Slightly uncomfortable but great protection. Purchased these for travel and they are more secure than a cloth mask. Because of the protection, I usually opt for these as opposed to my cloth masks."
9-Feb-21,Lindsay,5,,0,Exactly what I wanted great quality I am very happy and will buy again if I need 👍🏽👍🏽👍🏽
29-Aug-20,Elvin C. Tyler,5,One,0,"My wife was never comfortable wearing any of the masks that I purchased for us.  However, I purchased this mask and she loves it!!!!"
4-Feb-21,Cara S.,4,,0,Fit is on the large size.
5-Nov-20,Clientele Luxury Magazine,5,,0,Excellent
28-Mar-21,Pep,5,,0,Just as advertised
22-Feb-21,Some Guy,5,,0,These masks are great! Nice fit and comfortable.  I would recommend this product to anyone!
24-Mar-21,Carol M.,5,,0,Mask is comfortable and lightweight.
26-Sep-20,Sam,5,,0,"Quality product, good fit. Excellent customer service: company is responsive and takes pride in ensuring quality production and customer satisfaction."
10-Feb-21,Marva Essick,1,,1,This is NOT an N95 mask. Do not purchase for Covid protection. The name is misleading- KN95. It is purposely misleading and is not returnable. Bad product. Deceptive description.
8-Apr-21,MARIA SANTOS,5,,0,Just right
31-Aug-20,Aurora Ioanid,5,,0,ok
2-Dec-20,Anna Bailey,2,One,0,I cannot wear these because the ear loops are too tight.
15-Sep-20,Elizabeth Beyer,5,,0,This is the best and safest mask one can have.  I have different n95 masks and other kn95 masks and cloth masks.  Pomecom is the most comfortable and is the only kn95 still on the FDA emergency use list as of August.
20-Nov-20,Amazon Customer,5,,0,Neat and effective. Comfortable. Affordable.
8-Mar-21,Brentr,5,,0,Excellent fit.
30-Jan-21,Amazon Customer,5,,0,Not sure what side to wear on face.
27-Aug-20,Amazon Customer,1,3,0,"Very small, would fit a small child"
9-Feb-21,TruDecadence,5,,0,A little thinner and not as tight as I thought they'd be but all in all worth the money I spent. but shipping was excellent I got it in half the days that it was estimated to be here
5-Nov-20,claire b cotts,5,,0,"Really well-made, a good seal and easy to breathe through. highly recommend"
31-Oct-20,NebSoilDoc,4,,0,Fits a lot better than the cloth ones. Seems to reduce leakage around the sides.
26-Jan-21,Young W Ji,2,3,0,very thin. nothing different than other cheap masks
28-Aug-20,Bri,5,One,0,The quality and comfort were very good. Highly recommend.
29-Oct-20,Miriam Jiggetts,1,,1,VERY VERY DISSATISFIED WITH THESE MASKS. THERE IS NO VISUAL EVIDENCE THAT THESE MASKS HAVE A FILTRATION SYSTEM TO PREVENT AIRBORNE BACTERIA. I EXPECTED THERE TO BE AN INSERT AIRFLOW MECHANISM BUT THAT IS NOT THE CASE
19-Mar-21,Patricia payne,5,,0,Good quality
26-Sep-20,62 Hokie,5,,0,The service was on time and product was just as advertised.
25-Mar-21,Janet,3,,0,Ear pieces a little short for me.
25-Dec-20,webshopper,4,,0,"The thickness is fine. A little rough around seams. Good value. Overall,  good value and protection."
2-Feb-21,Charles Bagley,3,,0,I could not get a tight seal around my nose.  Not a prob with real N95's.  But it did fit my wife OK.
27-Dec-20,John Smith,1,,0,Way to small
20-Dec-20,BGC,2,,0,"These masks are cool, but WAAAY too damn expensive. Im tired of Covid, masks, etc. Come join my club"
5-Apr-21,Kathleen,5,,0,Excellent fit. No gaps.
20-Dec-20,sandeep kamath,1,One,1,When I got the first order we were were happy with the quality and the masks had all the information printed  with Green .  However the second order came with Masks with nothing printed on them . Either they were replaced by someone in the supply chain or they outsourced it to someone who probably does not have the required certifications. Returning the second batch . The first one however was amazing .
26-Mar-21,Suzanne Perry PhD,5,,0,Fits very well!
19-Mar-21,Whend,5,,0,Well constructed. Feel safe wearing this mask. Can feel warm if wearing for long periods of time.
3-Mar-21,Lauren s.,5,,0,"It seems to be very protective, as the mask fits tightly over my face but still allows me to breathe easily. The materials feel like good quality. Will buy again!"
22-Feb-21,Amazon Customer,5,,0,Fits securely. Glasses don't fog up.
11-Oct-20,Kelster,1,2,0,Will blow air into your eyes as nose clip is to thin to seal to face.
13-Jan-21,gary roshau,5,One,0,They were the only face mask that fit my face good
25-Oct-20,debbie guerry,5,,0,Comfortable and I feel safe
4-Apr-21,Super Don T,3,,0,"Worked as needed for non- medical mask requirements however, with N95 masks becoming available for retail consumer purchase at the same price point or lower, these KN95 masks are now way overpriced. In addition, the N95s have over the head loops that are way more comfortable than these KN95s over the ears."
14-Jan-21,Carole J Embree,5,,0,"They are most comfortable. I forget I have it on. Strong ear strings, stays clean looking."
17-Feb-21,Jenny Wernick,1,,0,"Works if u have a huge face. It’s a kn95, however it’s too big for my 36 year old face."
16-Dec-20,Parsa,1,One,0,"Zero comfort; short earloop pull the ears painfully hard, rough nosepad peels of the skin."
16-Sep-20,jajlwhitmore,5,,0,Great value & communication of instruction for use.
6-Feb-21,Susan Duncan,5,,0,Fit well and comfortable.
4-Dec-20,Carol Bright Lethin,3,,0,These have ear loops that are way to short.  Works with a behind the head extender.  Good seal around teh mouth and nose with almost no fogging of my glasses.
15-Nov-20,Deano,5,,0,The mask is comfortable and provides good protection over much of the face.  I feel very safe with it on.
31-Dec-20,proudvet,1,One,0,I will not advertise anything made in China
30-Dec-20,Steve in Texas,5,,0,"Great tight fit all around, easy to speak and breathe with these on! Fast domestic shipping, no wait from overseas like some, excellent vendor. I will be buying more from this vendor. Thanks"
1-Feb-21,Sharon Allen,5,,0,"Good stretch on bands, but alittle snug on face."
5-Dec-20,Plantation Stu,5,,0,Performed as expected.
5-Jan-21,Amy Ferris Gleason,5,,0,Very comfortable and well made
9-Feb-21,Helen Skinner,1,,0,"Beware!! Awful product, and not recommended.  Very tight earpieces, and mask is very small. Does not fit a normal adult. Wanted to return, but they would not take back!!"
24-Feb-21,Joyce Snapke,1,,0,The elastic is to small making the mask useless
11-Apr-21,Dawn,5,,0,The fit is wonderful.
10-Mar-21,Sunshine Lover,3,,0,Way too tight for my face.  Also the ear loops are so small and tight that they bend the ear down and slip off.  I gave then to my much younger and smaller hairdresser.
5-Feb-21,Jeanne Bulriss,1,,0,"In the description, it states these will fit adults. Adult what? I have little years and these things fold my ears over and pop off. I'm returning the unopened package."
2-Feb-21,Leonard,5,,0,Easy to carry
19-Nov-20,Csad,5,,0,Light weight and roomy but fits well.
2-Mar-21,Michael,5,,0,Great
8-Feb-21,Enrique de Lima,2,,1,"This mask was clearly a fake (not NIOSH approved) made in China. I hope it does good at keeping me covid free because I got two packages. I also find it very uncomfortable, it pulls my ears a lot."
2-Feb-21,Mary from Texas,4,,0,The price was good on these and they are comfortable.  I got them to just be backups and they will do fine for this purpose.
8-Apr-21,JR,5,,0,My favorite of ALL the masks I’ve used. Made me feel the safest.
12-Feb-21,B. Geary,3,,0,These are much too small fir us. They would fit a small adult or a child. Otherwise decent masks.
25-Nov-20,Blueeaglebuyer,5,,0,Great for good product
28-Mar-21,June Hickenbotham,5,,0,"The n95 mask fits tight, and I feel well protected using them."
24-Aug-20,Diego,5,,0,Great masks. Genuine and similar to N95 they are tight for a reason FOR SAFETY. Will buy again. Fast delivery 10 days before estimated.
3-Sep-20,Nadiyah Omar,4,One,0,Some of the mask came with  just one strap
17-Feb-21,Myles Duffy,5,,0,Powecom has an anti-fake label. You scratch off a section on the package to reveal a unique serial number and plug that into the powecom website to confirm they are authentic.
13-Jan-21,Lumbe Davis,5,,0,These masks are well made and easy to breathe in.
18-Feb-21,kakdjsksj,1,One,1,These masks are fake.
2-Dec-20,Amazon Customer,2,,1,"waited for almost a month to get this, and find out that the side of package was teared off. although masks seems fine, how can I trust them packaged like this? disappointed."
31-Mar-21,Braba817,4,,0,this a good mask but the ear straps are too tight and not adjustable.
24-Nov-20,Mary H,3,,0,"These seem like they are good quality, but the ear straps are too small for me and hence they are very uncomfortable."
7-Apr-21,Velma,5,,0,Nothing it served my purpose
26-Dec-20,FC,5,,0,Nice and sturdy however a bit too snug for my husband. Ear straps could be a little longer.
29-Mar-21,Wilbert windish,5,,0,"Comfortable, wear every day. Good value  works better for me then the blue mask"
6-Dec-20,Kathleen Klein,5,,0,"I like the light weight, was able to breathe while being protected."
26-Mar-21,Jules V.,5,,0,Lightweight and comfortable enough. Stays firm around mouth and nose but... the strings are too short.
1-Feb-21,JAH,1,,0,Terrible chemical smell. Won't be using them.
28-Feb-21,Melvin Harris,5,,0,I like this mask very much
21-Feb-21,MELang,2,,0,Ear loops are too short for adults.
6-Oct-20,karen,5,,0,The shipment had problem from the beginning but they seller addressed the problem quickly
16-Feb-21,Ana Rodriguez,3,,0,The mask itself is comfortable and breathable but I am not a big person and it pulled too much on my ears.  I only use them when I can attach the elastic to the buttons on my head cover
20-Mar-21,wrench82,3,One,0,Slick on face
18-Feb-21,Bill Goodridge,3,,1,"the factory website has a fake check , the numbers under the scratch off coating  are not valid. otherwise seems like a good mask"
19-Mar-21,Jeff Brown,1,,0,I expected that this mask was made in China. But what I didn't expect was to have that stamped large on the front of the mask.
15-Feb-21,Amazon Customer,2,,0,Too tight to fit my face
8-Feb-21,Donald C Allen,2,,0,"All these split on bottom seam when putting on.  had to staple the seam to use the mask.  Also, they are so tight, they are hard to put on.  Won't purchase these again."
25-Nov-20,John A.,1,,1,Not what I expected- similar to other comments - had holes in it - can see through it.  Try to return!
6-Feb-21,Queenie,1,,0,"save your money and dont buy these.  they are sized for a child.  Too much work to return, i will donate to Goodwill instead."
23-Feb-21,tsands,1,,1,I just opened the mailing envelope and both bags of masks were opened and looked like they'd been gone through.  Counterfeit?
1-Jan-21,D.B. Reed,1,,0,"I haven't used them yet.  I am keeping them for possible "" hot spots"" as a back to my regular masks.  They will definately be used. Thanks!"
6-Mar-21,Auxsender,1,,0,Masks are just sitting in the outer resealable bag. No seals. No tamper proof. How do I know these haven’t been tampered with?  I don’t. No chance I’m wearing these.
4-Feb-21,BW,1,One,1,"Other than the outside packaging , there is nothing to indicated that these mask are KN95. No stamp on mask itself. Also, very thin.  Too important to take a chance!"
3-Apr-21,Helen,1,,0,"Uncomfortable, non-returnable even before shipment, not n95"
22-Mar-21,Marian Hope Finco,1,,0,These masks are too narrow. It pulls my ears and digs into my skin. I think these masks should be sold for children.
21-Nov-20,Allan Ricker,1,,0,"Description says Multi layered protection against dust, particles and droplets. Filter efficiency 99.2%.. Package says 95% protection."
25-Oct-20,SoCalReads,1,,0,"The mask is so large in the part above the nose tip that it gets into my eyes! Extremely uncomfortable design, unnecessarily high in the cheekbones."
24-Dec-20,Jesse,5,One,0,I like this product fits very well
21-Mar-21,Felicia Craig,5,,0,"The product is very useful, I use it for work. Im a Frontline worker so this product is very useful to me."
2-Mar-21,Jeaneth Santiago,1,,0,These masks smell awful! Don’t buy!!
10-Feb-21,SJG,5,,0,"Really hurt my ears.  However, felt safe when wearing it."
7-Feb-21,Grace,5,,0,The only think I did not like is that the air inside the mask gets hot and then I have to make an opening for a fresh flow of air which I do by lifting the bottom of the mask.
16-Nov-20,MB,1,One,0,"Smells horrible, unable to wear."
4-Mar-21,Jaon4_Jedi,3,,0,It's ok
1-Mar-21,WP,5,,0,"Happy with product. Comfortable, tight fit, good value."
10-Mar-21,Debra Jaffe,5,,0,So far I have been safe  from Covid by wearing the mask
14-Feb-21,v l,1,,1,"There is no quality control on these products. I got 1 package a month ago that was fine, so I ordered another. This new package has holes in all of the seams."
18-Nov-20,benjamin phan,1,One,0,not that great ?
30-Oct-20,Jeff Katz,5,,0,"Odor free. Solid mask. Not as good as a n95, but excellent value."
4-Feb-21,sandra,2,,1,Not exactly as advertised; do not recommend
18-Nov-20,Twhitefish,4,,0,Will buy again as neded
8-Mar-21,charlie,1,,0,"They are so small they pull on your ears, useless. Can’t be worn for more than 5 minutes before your eating s hurt."
27-Mar-21,Hope,5,,0,Works ok a little harder to breathe out of
6-Nov-20,timothy Quinlan,5,,0,Good
7-Apr-21,Marl,5,One,0,To wear during this pandemic.
4-Jan-21,Lekesha,4,,0,A little costly for your money. Overall good product
26-Feb-21,M. Wolk,4,,0,"Very tight around the ears, if you have a big head."
28-Jan-21,Sam,1,,1,"The bag arrived totally open on the side, so none of the masks were sanitary and I can't use them"
23-Feb-21,Russell Pittman,4,,0,The packaging doesn't allow for ease of getting a single new one without taking all of them out and I wish there were more of them. They do fit nicely and breath easy.
1-Feb-21,Noneyas,3,,1,I bought this product twice. The second batch of masks smelled bad and were flimsy.
9-Feb-21,Jacob Lamarche,1,,1,These were fakes despite having a valid verification number. The masks did not resemble those in the picture.
26-Oct-20,Praxis,5,,0,"I'm not able to validate the internals of the mask, but these ones have good sturdy straps and stay on the face very well."
13-Dec-20,Nancy C.,3,,0,"This is a tight fitting mask, but STILL makes my glasses fog up.  Thought this would be the answer to my problem, but it wasn’t.  Getting discouraged!"
5-Mar-21,Amazon Customer,1,,1,"Fake. Fake. Fake. Fake. I don't know how much effort Amazon puts into authenticating products sold on here, but it's not nearly enough."
16-Jan-21,Lisa Mistretta,5,,0,Great masks I'm petite with a smaller framed face.  These masks fit me perfectly.
22-Feb-21,Norma J Hulen,5,,0,Most of the masks I've bought are too big for my face.  This mask fits very well.
25-Dec-20,Dennis Scifres,5,,0,Surprisingly comfortable
23-Feb-21,Belinda Charles,5,,0,Great fit and good price
26-Oct-20,Vince,5,,0,Protection from vitus transmission
31-Mar-21,Ellen,5,,0,Like that it was more able to limit what I was exposed to and what I exposed other people to.
20-Feb-21,Maria Vargas,1,,1,Th hey are fake Kn95 mask need to have a code that starts wit TC- this ones do not have it...
6-Dec-20,Christopher,2,,0,"Ear straps are too small. I’m an average size man, and the ear straps just aren’t long enough. I can get the mask on, but the straps pull on my ears uncomfortably"
26-Mar-21,Doggie,5,,0,These are great masks. They give you full coverage and stay up nicely. Well worth the price.
4-Feb-21,Erwin Friedrichs,5,,0,Great fit and comfort.
12-Jan-21,Lindsay,5,,0,Good quality
11-Dec-20,Walter G,1,,0,"These are causing eye irritation, are these defective?"
12-Dec-20,ez,5,,0,Wearing a K95 mask is never fun but this mask does its job.  I feel protected.
8-Sep-20,M.Sanders,5,,0,A good quality KN95.fits very comfortable.
